name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method
toi4527b,0.3994445,0.008,18.1,0.48,,Transit
kmt2022blg2286b,,3.32,6710.0,0.45,41.0,Microlensing
k212b,8.28212,0.0802,329.36,0.93,,Transit
wasp132c,1.01153624,0.01833,123.17,0.789,0.0197,Radial Velocity
kepler149ab,29.19899219,0.1815,571.034,0.93,,Transit
hd117207b,2627.08,3.78,33.0,1.07,2.06,Radial Velocity
kepler131c,25.5169,,230.19,1.02,0.026,Transit
kepler460c,220.1303357,,1322.48,1.07,,Transit
k2246b,5.76918,0.0602,723.1,0.87,,Transit
kepler110b,12.691112,0.107,596.52,,,Transit
k2181b,6.894256,0.0706,364.82,0.99,,Transit
kepler198b,17.790037,0.131,502.52,0.93,,Transit
kepler1486b,54.6495759,,1465.0,1.08,,Transit
kepler672b,38.3774623,,1011.0,0.95,,Transit
kepler821b,1.92279873,,619.0,0.84,,Transit
psrj13170157b,0.089128297,0.004391,2800.0,1.4,20.0,Timing
sipsj05390059,,,12.73,,34.15,Imaging
gj849b,1914.0,2.35,9.1,0.49,0.9,Radial Velocity
kepler11b,10.3039,0.091,658.59,0.96,0.006,Transit
k2411b,3.2141,0.0511,296.219,1.018,,Transit
kepler1542d,5.99273738,,336.0,0.94,,Transit
2massj01173403,,,39.02,,16.4,Imaging
k2101b,14.677286,,189.33,0.8,,Transit
kepler1369b,25.873148,,1236.0,0.99,,Transit
toi849b,0.765548,0.0155,225.2,0.929,0.1315,Transit
flmnj05413380153087,,,415.0,,50.0,Imaging
kepler1690b,234.636,0.7143,718.3,0.882,,Transit
hd36384b,490.0,1.3,196.0,1.14,6.6,Radial Velocity
hd167677b,1815.0,2.877,34.8,0.96,2.85,Radial Velocity
kepler87b,114.73635,0.481,1277.88,1.1,1.02,Transit
toi1450ab,2.0439276,,22.433,0.47,0.00396,Imaging
kepler215e,68.16101,0.314,492.9,0.77,,Transit
kepler349c,12.247629,0.105,966.63,0.97,,Transit
sn2003awb,0.023472222,0.001216,100.0,0.42,15.0,Timing
k2280b,19.895202,0.1488,396.9,1.11,0.1167,Transit
kepler137b,8.436387,0.077,305.65,,,Transit
hd284149b,,400.0,108.2,1.14,32.0,Imaging
k228b,2.260455,0.0214,63.11,0.26,,Transit
toi2096c,6.38784,0.04,48.4809,0.218,0.0145,Transit
kepler988b,17.76080053,,248.0,0.55,,Transit
toi1136g,39.544,0.229,84.536,1.022,0.038,Transit
gj179b,2288.0,2.41,12.3,0.357,0.7391,Radial Velocity
toi880b,2.5735943,0.0342,60.67,0.81,,Transit
hats71b,3.7955213,0.03946,140.68,0.569,0.45,Transit
hd60532b,201.83,0.77,25.7,1.44,9.21,Radial Velocity
kepler1336b,23.198681,,822.0,0.94,,Transit
wasp184b,5.1817,0.0627,640.0,1.23,0.57,Transit
wisej22161952,,,30.7,,5.0,Imaging
hatp26b,4.234502,0.0479,134.0,0.816,0.0585,Transit
muleob,357.8,1.1,38.05,1.5,2.4,Radial Velocity
j034444963208375,,,300.0,,5.5,Imaging
lp883372b,,2500.0,49.8027,0.447,60.0,Imaging
kmt2018blg0030b,,4.39,640.0,0.51,1.45,Microlensing
kepler943b,49.7701438,0.2672,1239.0,0.93,,Transit
toi2374b,4.31361,0.0471,134.6,0.75,0.17821,Transit
hip86221ab,2.224,0.031,29.4898,0.79,0.71,Radial Velocity
2massj04232801,,,133.88,,58.0,Imaging
hd97037b,6449.1,6.925,32.413,1.06,21.105,Radial Velocity
kepler1654b,1047.8356,2.026,577.6,1.01,0.5,Transit
k2120ab,9.562742,0.078,287.156,0.69,,Transit
elias227b,5710000.0,500.0,115.0,0.5,11.0,Imaging
kepler673b,3.72873109,,978.0,0.88,,Transit
sdssj14331011b,0.054,,,0.8,57.1,Transit
k2148ab,4.38395,0.0454,124.458,0.639,,Transit
hd12661c,1708.0,2.56,37.16,1.07,1.57,Radial Velocity
xtej1751305b,0.02945997,0.0021,11000.0,1.7,35.0,Timing
kepler534b,15.95994513,,473.0,1.05,,Transit
toi178f,15.231915,0.1039,63.0,0.65,0.02429,Transit
kepler176e,51.16579,,535.4,,,Transit
twa26,,,49.0,,30.05,Imaging
wasp148b,8.80345,0.08215,248.1,1.0,0.287,Transit
kepler1542c,2.89223021,,336.0,0.94,,Transit
hd202206c,1260.0,2.41,45.54,1.13,17.9,Radial Velocity
kepler650b,3.03214559,,805.0,1.08,,Transit
psrb162026b,36525.0,23.0,3800.0,1.35,2.5,Timing
kepler678b,7.27503724,,875.0,0.94,,Transit
kpnotau12,,,145.0,,6.5,Imaging
kepler1703c,31.8245304,0.1911,887.064,0.858,,Transit
hd63433b,7.1079477,0.0719,22.42,0.99,0.0689,Transit
2massj02410326,,,66.0,,27.35,Imaging
2massj20132806,,,48.1,,3.3,Imaging
psrj15552908b,0.2335002682,0.0084,5700.0,1.67,60.0,Timing
kepler316b,2.240508,0.027,389.22,0.53,,Transit
kepler990b,9.91723428,,933.0,1.05,,Transit
kepler823b,4.16809082,,896.0,0.98,,Transit
ogle2017blg0406b,,3.5,5200.0,0.56,0.41,Microlensing
toi3540b,3.119999,0.04289,282.4,,1.18,Transit
kepler1853b,48.88819885,0.2395,562.348,0.77,,Transit
k2239c,7.775,0.0576,49.0,0.4,0.0028,Transit
hd106315c,21.05704,0.1536,109.0,1.09,0.04782,Transit
hd457b,20324.6,15.369,55.0375,1.15,26.572,Imaging
kepler90g,210.60697,0.71,780.0,1.2,,Transit
wasp43b,0.81347753,0.01526,,0.717,2.052,Transit
toi564ab,1.651144,0.02734,200.7,1.1,1.463,Transit
kepler1242b,13.62798432,,682.0,0.77,,Transit
hd21520b,25.1292,0.1726,79.0,1.09,0.0249,Transit
k2117c,5.444017,0.0492,101.95,0.54,,Transit
cfhthy21,,,29.9,,34.0,Imaging
toi1694c,393.2,,124.2,,0.929,Radial Velocity
ztfj022021b,0.037,,350.0,0.83,14.0,Transit
nltt5306b,0.07,0.00263,77.9678,0.44,56.0,Radial Velocity
kepler270c,25.262887,0.18,975.46,,,Transit
2massj12146316,,,,,36.0,Imaging
kepler1581b,6.28385491,,443.0,1.12,,Transit
hd33636b,2828.0,3.27,29.6317,1.09,15.4,Radial Velocity
ic139610,,,905.0,,60.0,Imaging
toi5720b,1.4344555,0.0183,35.87,0.38,0.00415,Transit
kepler1464c,5.32786292,,692.0,1.02,,Transit
wasp20ab,4.8996285,0.06003,210.0,1.202,0.313,Transit
hd34445c,214.67,0.7181,46.5,1.07,0.168,Radial Velocity
kmt2017blg1038b,,1.9,6100.0,0.43,2.4,Microlensing
kepler712c,226.89047,,944.0,0.84,,Transit
hd104289b,1233.33,2.42,70.369,1.213,49.483,Astrometry
cwisej190907635530373,,,,,60.0,Imaging
toi444ab,17.9636,0.133,57.3973,0.96,,Transit
hd95544ab,2041.5,3.166,88.02,1.09,6.021,Radial Velocity
kepler1860b,12.73719978,0.1021,438.703,0.96,,Transit
hd4760b,434.0,1.14,537.873,1.05,13.9,Radial Velocity
kepler501b,5.64067757,,1044.0,1.03,,Transit
kepler881b,4.44448017,,1364.0,1.06,,Transit
kepler937b,67.668827,,1482.0,1.15,,Transit
kepler864b,5.83376092,,1573.0,1.0,,Transit
kepler136ab,11.57890926,0.1062,420.818,1.185,,Transit
kepler1197ab,2.032318856,0.0283,486.94,0.718,,Transit
cfhtpl15,,,113.5,,18.4,Imaging
toi763ab,5.6057,0.06,95.39,0.917,0.0308,Transit
trappist1g,12.35294,0.0451,12.1,0.08,0.00422,Transit
kepler327c,5.212333,0.047,243.68,0.55,,Transit
2massj08501057b,,4.64,29.0,,26.0,Imaging
ulasj10170118,,,42.5,,10.0,Imaging
kepler1363b,2.94194094,,559.0,0.76,,Transit
kepler79c,27.4029,0.187,1051.43,1.17,0.019,Transit
ogle2018blg1269lb,,4.61,2560.0,1.13,0.69,Microlensing
kepler1135b,76.957857,,728.0,0.96,,Transit
wasp94bb,2.00839,0.0335,,1.24,0.618,Radial Velocity
kepler913b,10.29672521,,991.618,0.95,,Transit
kmt2018blg1025lb,,1.305,6700.0,0.22,0.019064,Microlensing
ogle2017blg1038b,,0.68,6120.0,,13.3,Microlensing
toi2977b,2.3505614,0.03386,355.7,0.936,1.68,Transit
gj486b,1.467119,0.01734,8.0761,0.323,0.00887,Transit
k229ab,3.2588321,0.04217,178.475,0.935,0.73,Transit
wasp67b,4.61442,0.0517,225.0,0.87,0.42,Transit
kepler106b,6.16486,,449.98,1.0,0.01668,Transit
kepler989b,7.96431535,,484.0,0.82,,Transit
k2106c,13.339079,0.1091,246.1,0.97,0.018,Transit
opht3,,,130.0,,10.0,Imaging
kepler537b,3.24755522,,465.0,1.07,,Transit
bd061339c,125.94,0.435,20.0,0.7,0.17,Radial Velocity
kepler874b,40.0686727,,1072.0,1.09,,Transit
k2176b,5.329439,,249.01,0.94,,Transit
toi2525b,23.2856,0.1511,395.398,0.849,0.084,Transit
ulasj00340052,,,12.6,,12.5,Imaging
corot7ac,3.697,0.046,150.0,0.93,0.041812,Radial Velocity
hd108236b,3.79523,0.0469,64.6,0.853,,Transit
kepler1912b,6.059219837,0.0646,297.017,1.0,,Transit
kepler256c,3.38802,0.045,1057.36,1.02,,Transit
hd59686ab,299.36,1.086,96.8,1.9,6.92,Radial Velocity
uscoj15512134,,,145.0,,8.0,Imaging
k263c,25.4556,0.189,524.41,1.4,,Transit
kepler1245c,2.93658468,,861.0,0.86,,Transit
rik72b,97.84,,,0.439,56.1,Transit
kepler1929ab,59.36249924,0.2987,508.201,1.01,,Transit
psrj14464701b,0.27766607732,0.0093,1500.0,1.4,23.0,Timing
wasp35b,3.161575,0.04317,,,0.72,Transit
bd631405ab,1198.48,2.06,38.09,0.85,3.96,Radial Velocity
hd98736ab,968.8,1.864,31.0,0.92,2.33,Radial Velocity
kepler1800b,4.562029839,0.0592,350.455,0.89,,Transit
wasp53c,2840.0,3.73,235.0,0.839,16.35,Radial Velocity
xo4b,4.12473,0.05485,293.0,1.32,1.616,Transit
k2136ad,25.575065,,59.2474,0.742,,Transit
hd102272b,127.58,0.614,360.0,1.9,5.9,Radial Velocity
wasp89b,3.3564227,0.0427,,0.92,5.9,Transit
kepler711b,23.58914398,,664.0,0.84,,Transit
hd33844b,551.4,1.6,100.9,1.75,1.96,Radial Velocity
kepler760c,2.46697439,,782.0,0.89,,Transit
toi2000c,9.1270553,0.0875,173.6,1.074,0.2382,Transit
ztfj14061222ab,0.054056621,0.00272,1400.0,1.4,50.0,Timing
toi654b,1.5275657,0.021,57.75,0.42,,Transit
kepler1501b,14.5564533,,888.0,1.2,,Transit
hd188641b,14583.8,12.027,64.3399,1.07,29.365,Radial Velocity
2massj08304828,,,13.09,,48.0,Imaging
hip60321b,530.17,1.15,50.9528,0.64,68.26,Astrometry
k2270b,1.543069,0.0247,283.53,0.85,,Transit
kepler1639b,9.878482,,1168.0,1.12,,Transit
kepler853b,7.16892463,,610.0,1.3,,Transit
kepler538ac,118.0,0.45,155.956,0.892,0.00076,Transit
kic9662267b,466.202,1.12,,0.86,,Transit
hd203030b,,487.0,41.0,0.97,11.0,Imaging
kepler247d,20.477912,0.14,676.38,0.884,,Transit
kepler131b,16.092,,230.19,1.02,0.051,Transit
2massj05231403,,,12.73,,67.54,Imaging
hd93351c,14010.3,11.154,56.163,0.94,13.07,Radial Velocity
hats75b,2.7886556,0.032742,195.3,0.6017,0.491,Transit
61vird,123.01,0.476,8.52,0.95,0.072,Radial Velocity
k2315b,3.1443189,0.0234,56.9686,0.174,,Transit
kepler1514b,217.83184,0.753,389.3,1.2,5.28,Transit
ogle2016blg0613lb,,6.4,3410.0,1.0,4.18,Microlensing
kepler1012b,5.50860439,,420.0,0.95,,Transit
wisej04586434b,15700.0,5.0,9.24,,14.0,Imaging
lrl52542,,,321.0,,30.0,Imaging
hd152843b,11.6264,0.1049,107.898,1.15,0.0309,Transit
corot20b,9.2431839,0.0902,1230.0,1.14,4.24,Transit
kmt2021blg1554b,,0.84,7680.0,0.08,0.12,Microlensing
hd240237b,745.7,1.9,1500.0,1.69,5.3,Radial Velocity
gl378b,3.822,0.039435,14.96,0.56,0.04097,Radial Velocity
kepler158b,16.709184,0.111,315.177,0.73,,Transit
hip8541ac,228.5,0.923,169.0,1.17,0.804,Radial Velocity
hatp10ab,3.722469,0.0439,125.0,0.82,0.46,Transit
wisej14055534,,,6.3,,15.0,Imaging
kepler37d,39.7922,0.2109,64.04,0.87,0.017,Transit
ogle2015blg0954lb,,1.2,600.0,0.37,4.4,Microlensing
ucac3113933b,,6100.0,52.5829,0.558,20.0,Imaging
ogle2011blg0173lb,,10.0,6200.0,0.4,0.19,Microlensing
yygemb,19785.0,15.41,15.1,0.599,47.0,Timing
kepler108bb,49.183921,0.2829,689.95,1.247,,Transit
toi4443,1.8498567,0.03,56.07,1.05,,Transit
toi1268b,8.1577094,0.072,110.0,0.96,0.29,Transit
taugemb,305.5,1.17,98.4,2.3,20.6,Radial Velocity
hd112640b,613.2,1.7,326.8,1.8,5.0,Radial Velocity
toi892b,10.62656,0.092,340.543,1.28,0.95,Transit
kepler1913b,14.1960001,0.1209,876.3,1.11,,Transit
k284b,6.4215,0.0665,287.23,0.95,,Transit
kepler342c,26.234138,0.185,799.59,1.13,,Transit
kepler1721b,4.592380047,0.0519,641.374,0.87,,Transit
hatp67ab,4.8101088,0.06505,371.686,1.292,0.34,Transit
gj338bb,24.435,0.142,6.334,0.64,0.0327,Radial Velocity
kepler917b,2.97041437,,1027.0,0.8,,Transit
psrj17200534b,0.13169857686,,,,31.5,Timing
kepler1763b,1.480280042,0.0257,756.486,1.1,,Transit
toi2076b,10.35523,0.088,41.906,0.849,0.0107,Transit
cfbdsirj21490403,,,55.2,,7.5,Imaging
hd24040b,3668.0,4.92,46.51,1.18,4.01,Radial Velocity
plzj93,,,134.0,,11.0,Imaging
k2201c,22.779878,,199.05,0.96,,Transit
kepler1115b,23.5540725,,935.0,1.6,,Transit
2massj15163053,,,20.746,,48.0,Imaging
k2224b,4.47904,0.0516,277.7,0.91,,Transit
sstb213j041757b,,345.0,140.0,,1.5,Imaging
kepler1033b,7.56052806,,1425.0,0.94,,Transit
kepler472b,4.17625551,,302.0,0.85,,Transit
kepler1415b,0.63642408,,1066.0,0.89,,Transit
k2212b,9.795635,0.0785,109.32,0.67,,Transit
k2398c,18.787839,0.1362,606.992,0.945,0.07366,Transit
toi815b,11.197259,0.0903,,,0.0239,Transit
k2195c,28.482786,,317.83,0.94,,Transit
k279b,10.99475,0.0987,257.9,1.06,0.0371,Transit
sori36,,,352.0,,39.0,Imaging
psrj11243653b,0.23,0.008275,1700.0,1.4,27.0,Timing
kepler87c,191.2318,0.676,1277.88,1.1,0.02,Transit
kepler317b,5.524242,0.061,965.85,0.95,,Transit
kepler294b,3.701212,0.048,1411.62,,,Transit
moabin1lb,,8.3,5100.0,0.75,3.7,Microlensing
wasp39b,4.055259,0.0486,230.0,0.93,0.28,Transit
kepler1073b,8.67888593,,809.897,1.03,,Transit
moa2022blg563b,,2.25,6530.0,0.48,0.4,Microlensing
toi1224b,4.1782745,0.0355,37.28,0.4,,Transit
gj785c,525.8,1.18,8.911,0.78,0.076,Radial Velocity
sdssj17305545b,0.024444,0.00139,1232.4,0.6,6.0,Timing
kmt2018blg0247b,,2.46,6760.0,0.29,2.11,Microlensing
kepler659b,17.671796,,688.0,0.79,,Transit
wisej13181758,,,10.1,,30.0,Imaging
k2187d,7.14921,0.072,333.51,0.98,,Transit
hd112570b,2615.0,3.9,100.5,1.15,3.42,Radial Velocity
kepler758e,8.1934719,,1353.0,1.16,,Transit
kepler497b,3.57320367,,1070.0,1.09,,Transit
kepler629b,7.2385854,,383.0,0.93,,Transit
hatp46b,4.463129,0.0577,296.0,1.284,0.493,Transit
kepler782b,158.6853308,,412.0,0.98,,Transit
k2190c,21.574023,,161.42,0.9,,Transit
kepler24c,12.3335,0.106,1195.99,1.03,1.6,Transit
kepler1205b,1.07839035,,766.0,0.84,,Transit
hd39194b,5.6368,0.056,26.4131,0.67,0.013,Radial Velocity
hd202432b,418.8,1.2,161.0,1.2,1.9,Radial Velocity
kepler387c,11.837549,0.098,819.95,1.03,,Transit
toi1136d,12.5199,0.1062,84.536,1.022,0.02627,Transit
kepler352b,10.05537,0.085,252.733,0.901,,Transit
kepler1557b,3.74032496,,1532.0,1.11,,Transit
kepler253c,10.281951,0.089,858.93,,,Transit
hd206893b,9807.0,9.6,38.34,1.24,28.0,Imaging
kepler469b,0.875197345,0.0189,926.29,1.06,,Transit
kmt2016blg1820b,,1.08,6260.0,,4.57,Microlensing
nuophc,3184.83,5.931,46.8,3.04,24.662,Radial Velocity
kepler305d,16.738661,0.121,889.64,0.83,,Transit
kepler785b,1.97376093,,666.0,0.77,,Transit
kepler1465b,31.8277111,,350.0,0.75,,Transit
kepler894b,9.803224,,1090.0,0.87,,Transit
nscj02001254b,,8486.735,232.455,0.66,46.0,Imaging
hip73990ab,,20.0,125.0,1.72,21.0,Imaging
kepler1699b,3.49082,0.0417,,0.791,,Transit
wasp162b,9.62468,0.0871,,0.95,5.2,Transit
lkca15e,,42.0,160.0,1.32,0.2,Imaging
kepler697b,3.70987065,,1091.0,0.92,,Transit
m15x2b,0.015667,0.00138,10400.0,1.4,30.0,Timing
toi5218b,4.291452,0.0469,381.4,0.739,0.799,Transit
ogle2019blg0468lc,,2.77,4400.0,0.92,10.22,Microlensing
kepler1202b,28.6851324,,1393.0,1.03,,Transit
kepler1992b,15.61120033,0.1169,532.955,0.93,,Transit
kepler849b,394.6244904,,747.0,1.23,,Transit
k2248b,7.17256,0.0699,410.5,0.88,,Transit
toi1937b,0.94667944,0.01932,418.7,1.072,2.01,Transit
kepler1944ab,9.842579842,0.0918,1076.48,0.93,,Transit
kepler1390b,6.48021673,,760.0,0.98,,Transit
hd3765b,1211.0,2.108,17.926,0.85,0.173,Radial Velocity
wasp85ab,2.6556777,0.039,,1.09,1.265,Transit
kepler1921b,20.03479958,0.1557,928.989,1.17,,Transit
kepler961b,16.87727414,,607.0,0.96,,Transit
proplyd133353,,,388.0,,13.0,Imaging
kepler1187b,18.87064068,,1029.0,1.06,,Transit
wisej18043117,,,12.6,,27.9,Imaging
toi1749d,9.0497,0.0707,99.56,0.58,0.0135,Transit
kepler55ae,4.617490562,0.048,578.796,0.69,,Transit
hd48948d,151.12,0.4894,,,0.0218,Radial Velocity
sorij0540070023604,,,352.0,,12.0,Imaging
k243b,3.471149,0.0201,183.48,0.57,,Transit
kepler1480ab,22.1270885,0.1525,500.892,0.83,,Transit
cfhtbdtau18b,,30.2,140.0,,60.0,Imaging
hd23472ab,17.667087,0.1162,39.1,0.75,0.02618,Transit
kepler626ab,14.48584765,0.115,635.643,0.986,,Transit
kepler1419b,42.5215895,,1498.58,1.01,,Transit
55cncac,44.373,0.23735,12.5855,0.9,0.1784,Radial Velocity
toi833b,1.04318777,0.0171,41.7,0.61,0.006,Transit
k244b,5.65639,,483.19,1.15,0.0379,Transit
kepler520ab,19.67416124,,623.901,1.1,,Transit
kepler683b,2.53918318,,976.0,0.96,,Transit
wasp93b,2.7325321,0.04211,250.0,1.3,1.47,Transit
kepler1985ab,3.420650005,0.0426,1015.27,0.877,,Transit
kepler739b,12.53248465,,1128.0,0.93,,Transit
kepler77b,3.57878087,0.04501,570.0,0.95,0.43,Transit
k273b,7.49543,0.07619,271.27,1.05,,Transit
kepler396b,42.994,0.36709,225.19,0.81,0.238,Transit
kepler632ab,30.99660733,,354.22,0.928,,Transit
kepler1330b,10.10769068,,939.0,0.97,,Transit
hip105854b,184.2,0.655,80.84,2.1,5.35,Radial Velocity
ogle2018blg0516b,,2.2,7000.0,0.47,0.0632,Microlensing
denis19b,18250.0,6.36,20.9,,50.0,Imaging
hd39194c,14.03,0.103,26.4131,0.67,0.0198,Radial Velocity
kmt2018blg1743b,,1.74,6200.0,0.3,0.925,Microlensing
kepler870b,21.3587621,,1231.0,1.01,,Transit
wisej06110410b,28470.0,8.8,21.2,0.0648,52.1,Imaging
teide1,,,132.0,,7.7,Imaging
kepler134c,10.105785,0.092,338.05,,,Transit
gj802b,1104.0,1.32,17.1396,0.175,63.0,Astrometry
l9859d,7.4507245,0.0486,10.623,0.32,0.0061,Transit
hd4113ac,127225.5,50.438,41.8727,1.0,51.913,Imaging
kepler1113b,42.3004954,,1127.0,1.12,,Transit
kepler450ad,7.5143967,0.082,455.982,1.191,,Transit
kelt2ab,4.1137914,0.05498,128.9,1.31,1.486,Transit
kepler868b,5.03251791,,1269.0,0.93,,Transit
wasp172b,5.477433,0.0694,,1.49,0.47,Transit
hbc428b,154.6,0.39,206.6,0.33,29.0,Radial Velocity
wasp180ab,3.409265,0.048,255.8,1.3,0.8,Transit
kepler1101b,81.3151059,,897.0,0.94,,Transit
kepler743ab,3.179267286,0.0418,258.0,0.94,,Transit
hd56957b,5859.1,6.426,61.4925,1.03,5.918,Radial Velocity
koi6931b,2.54029506,0.0368,,1.028,,Transit
kepler1768b,15.13589954,0.1286,632.766,1.22,,Transit
kepler1917ab,12.90240002,0.103,909.037,0.89,,Transit
kepler1502b,41.7083629,,1540.0,1.44,,Transit
kepler618b,3.59576964,,1115.0,1.05,,Transit
kepler1002ab,4.33642933,0.0564,427.83,1.275,,Transit
koi6538b,129.839927,0.5085,,1.035,,Transit
lup153927344844,,,150.0,,10.0,Imaging
kepler1339ab,1.34155513,,371.049,0.988,,Transit
kepler339b,4.977656,0.055,627.67,0.84,,Transit
hd204313d,2831.6,3.93,47.37,1.045,1.68,Radial Velocity
hd187123c,3810.0,4.89,50.0,1.06,1.99,Radial Velocity
kepler1879b,10.61340046,0.0953,627.171,1.06,,Transit
kepler1651ab,9.87863917,0.0619,66.4074,0.57,,Transit
kepler1776b,35.01190186,0.2142,690.336,1.09,,Transit
hd2685b,4.12692,0.0568,197.98,1.44,1.18,Transit
kepler1885b,2.522559881,0.036,818.482,0.91,,Transit
k2404b,13.115365,,121.63,0.552,0.02306,Transit
kmt2019blg1552b,,2.6,,0.79,4.05,Microlensing
k2173ab,5.868699,,228.641,0.983,,Transit
kepler364c,59.980627,0.312,915.02,1.2,,Transit
kepler755ac,2.853133997,0.0367,399.034,0.87,,Transit
betaumib,522.3,1.4,40.14,1.4,6.1,Radial Velocity
tic4672985,69.048,0.33,,,12.74,Transit
hd108863b,443.4,1.4,139.0,1.85,2.6,Radial Velocity
cfhtpl6,,,69.1,,20.2,Imaging
gj3021ab,133.71,0.49,17.62,0.9,3.37,Radial Velocity
hd7449ad,51.154,,39.0,1.05,0.053,Radial Velocity
lp75421b,,4800.0,57.6801,0.488,,Imaging
kepler1165b,9.478522,,1575.2,1.11,,Transit
k2187c,2.872042,0.0392,333.51,0.98,,Transit
cwisej13323749b,,5500.0,73.2,0.12,60.0,Imaging
kepler1733b,9.229579926,0.0933,2080.51,1.23,,Transit
kepler1868b,211.0339966,0.6266,274.18,0.717,,Transit
kepler303b,1.937055,0.024,211.01,0.59,,Transit
2massj08591949,,,19.8,,50.29,Imaging
kepler1732b,32.31240082,0.2015,1289.41,1.05,,Transit
toi4562b,225.11757,0.771,346.9,1.218,3.29,Transit
muarad,310.55,0.921,15.3,1.08,0.5219,Radial Velocity
kepler338c,24.310856,0.172,561.69,1.1,,Transit
toi2196b,1.1947268,0.02234,263.98,1.032,0.082,Transit
kappaandb,215000.0,100.0,50.0,2.8,13.0,Imaging
kepler7b,4.8854892,0.06067,947.46,1.36,0.441,Transit
kepler1987b,2.345860004,0.0318,595.683,0.75,,Transit
hd110067g,54.76992,0.262,32.22,0.798,0.0264,Transit
2massj21545942,,,18.8,,35.0,Imaging
kepler63b,9.4341505,0.08,200.0,0.98,0.378,Transit
hd197037ab,1035.7,2.07,33.0,1.11,0.79,Radial Velocity
hd106315b,9.55237,0.0907,109.0,1.09,0.03964,Transit
kepler1418b,22.4764425,,499.0,0.77,,Transit
toi1107b,4.0782387,0.0561,283.61,1.35,3.35,Transit
kepler390ab,6.73808701,0.0647,435.277,0.877,,Transit
kepler89ab,3.743208,0.05119,477.052,1.183,0.018115,Transit
gj876d,1.938,0.021,4.7,0.334,0.021741,Radial Velocity
k2249b,12.409,0.1151,528.3,1.32,,Transit
kmt2021blg1110b,,8.64,,,55.0,Microlensing
flmnj05415060158041,,,415.0,,30.0,Imaging
hd11231b,5.2049,0.0664,134.0,1.44,0.434,Radial Velocity
ogle2014blg1186lb,,,1700.0,0.35,0.142,Microlensing
hd31253b,466.0,1.26,53.82,1.23,0.5,Radial Velocity
kepler1093c,89.722292,,848.0,1.13,,Transit
hd160508b,178.9049,0.68,92.3,1.25,48.0,Radial Velocity
kepler552b,5.26341577,,834.0,1.03,,Transit
g264012c,8.0518,0.0525,15.986,0.297,0.0118,Radial Velocity
hats12b,3.142702,0.0441,512.41,1.16,2.38,Transit
toi700b,9.977219,0.0677,31.127,0.416,0.00406,Transit
kepler249c,7.113702,0.058,191.44,,,Transit
hip64892b,,159.0,125.0,2.35,33.0,Imaging
kepler102f,27.4536,0.165,108.13,0.81,0.01636,Transit
kepler966b,99.747622,,773.0,1.02,,Transit
kepler1204b,85.7350285,,1282.0,1.03,,Transit
kepler1837b,5.906089783,0.065,1229.18,0.99,,Transit
kepler1147b,10.62784997,,1476.0,1.09,,Transit
kepler1517b,5.54608367,,869.0,1.58,,Transit
k2405b,3.435471,0.045,197.234,1.034,0.05862,Transit
hd134060b,3.27,0.0444,24.2,,0.0351,Radial Velocity
kepler434b,12.8747099,0.1143,1240.0,1.2,2.86,Transit
82erib,18.32,0.127,6.06,0.813,0.00887,Radial Velocity
kepler395b,7.054346,0.061,426.34,0.53,,Transit
hd47366b,363.3,1.214,80.0,1.81,1.75,Radial Velocity
k2165c,4.382745,,135.1,0.83,,Transit
kepler399d,58.034616,0.261,1362.18,,,Transit
hd159243c,248.4,0.8,69.2,1.125,1.9,Radial Velocity
kepler50c,9.37647,0.087,251.91,1.24,0.11,Transit
23libb,258.19,0.81,22.2,1.07,1.59,Radial Velocity
2m1510ab,20.902,0.0627,36.6,,37.5,Transit
wisej17414642,,,19.8,,26.0,Imaging
psrj16273219b,0.18,0.007,,1.4,20.0,Timing
sori73,,,350.0,,4.0,Imaging
kepler104ab,11.427548,0.09286,400.785,1.08,0.031314,Transit
k2131b,0.36931,0.0095,153.7,0.84,,Transit
kmt2019blg1339b,,0.67,7150.0,0.27,12.2,Microlensing
kepler60b,7.1334,0.07497,1056.17,1.04,0.01318,Transit
kmt2022blg1013b,,1.38,,,0.31,Microlensing
k2166b,8.52695,0.0858,481.0,1.07,,Transit
kmt2022blg0732b,,4.1,6660.0,0.53,1.12,Microlensing
kepler1306b,16.29595382,,1130.0,0.98,,Transit
l1689b,1.40152634,0.0208,25.1496,0.614,0.01265,Transit
kepler1284b,0.66407381,,852.0,0.84,,Transit
k210b,19.3044,,272.36,0.973,0.08495,Transit
hd199509ab,99.6,0.426,24.3056,1.04,0.136,Radial Velocity
hd136118b,1209.0,1.45,52.3,1.24,42.0,Other
hd63935c,21.4027,0.148,48.8,0.933,0.0349,Transit
kepler885b,18.11472949,,632.0,1.21,,Transit
sstb213j041757,,,140.0,,3.5,Imaging
wisej12068401,,,14.5,,17.0,Imaging
kepler1919b,37.88660049,0.2107,1177.53,0.9,,Transit
kmt2021blg0909b,,1.75,6480.0,0.38,1.26,Microlensing
gaia3ab,297.6,0.799,35.37,0.705,7.3,Radial Velocity
pds70b,45108.0,22.7,113.43,0.76,7.0,Imaging
2massj22284310,,,10.6,,60.57,Imaging
betacirb,,6656.0,30.56,1.96,56.0,Imaging
ogle2017blg1375b,,2.97,3790.0,0.77,10.33,Microlensing
psrj19281245b,0.1366347269,0.005825,6100.0,1.4,11.0,Timing
